Entry	Entry name	Protein names	Gene names	Organism	Organism ID	Length	Mass	EC number	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	PubMed ID
Q5UQM6	YR429_MIMIV	Putative transcription factor R429	MIMI_R429	Acanthamoeba polyphaga mimivirus (APMV)	212035	431	50,428		regulation of transcription, DNA-templated [GO:0006355]; regulation of viral transcription [GO:0046782]; transcription, DNA-templated [GO:0006351]		metal ion binding [GO:0046872]	15486256; 16494962
Q5UQT7	RNC_MIMIV	Probable ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	MIMI_R343	Acanthamoeba polyphaga mimivirus (APMV)	212035	538	63,058	3.1.26.3	RNA processing [GO:0006396]; rRNA catabolic process [GO:0016075]		ribonuclease III activity [GO:0004525]; RNA binding [GO:0003723]	15486256
Q5UPU3	YL268_MIMIV	Putative serine/threonine-protein kinase L268 (EC 2.7.11.1)	MIMI_L268	Acanthamoeba polyphaga mimivirus (APMV)	212035	546	63,372	2.7.11.1			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	15486256
Q5UNT4	YL670_MIMIV	Putative serine/threonine-protein kinase L670 (EC 2.7.11.1)	MIMI_L670	Acanthamoeba polyphaga mimivirus (APMV)	212035	539	62,673	2.7.11.1			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	15486256
Q5UP58	YR592_MIMIV	Putative helicase R592 (EC 3.6.4.-)	MIMI_R592	Acanthamoeba polyphaga mimivirus (APMV)	212035	841	95,723	3.6.4.-			ATP binding [GO:0005524]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]	15486256
Q5UNT1	YL673_MIMIV	Putative serine/threonine-protein kinase L673 (EC 2.7.11.1)	MIMI_L673	Acanthamoeba polyphaga mimivirus (APMV)	212035	545	63,468	2.7.11.1			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	15486256
Q5UPX7	RPO5_MIMIV	DNA-directed RNA polymerase subunit 5 (EC 2.7.7.6)	MIMI_L235	Acanthamoeba polyphaga mimivirus (APMV)	212035	205	23,495	2.7.7.6	transcription, DNA-templated [GO:0006351]	virion [GO:0019012]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	15486256; 16971431
Q5UQ24	YL205_MIMIV	Putative serine/threonine-protein kinase L205 (EC 2.7.11.1)	MIMI_L205	Acanthamoeba polyphaga mimivirus (APMV)	212035	542	63,472	2.7.11.1			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	15486256
Q5UR22	YL364_MIMIV	Putative ATP-dependent RNA helicase L364 (EC 3.6.4.13)	MIMI_L364	Acanthamoeba polyphaga mimivirus (APMV)	212035	536	61,776	3.6.4.13			ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]	15486256
Q7T6Y1	YR436_MIMIV	Putative serine/threonine-protein kinase R436 (EC 2.7.11.1)	MIMI_R436	Acanthamoeba polyphaga mimivirus (APMV)	212035	276	32,628	2.7.11.1			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	15486256
Q5UQG0	YR486_MIMIV	Putative PAN domain-containing protein R486	MIMI_R486	Acanthamoeba polyphaga mimivirus (APMV)	212035	223	24,425			extracellular region [GO:0005576]; virion [GO:0019012]		15486256; 16971431
Q5UR80	CYB5L_MIMIV	Cytochrome b5-like protein	MIMI_L628	Acanthamoeba polyphaga mimivirus (APMV)	212035	124	14,602		oxidation-reduction process [GO:0055114]	integral component of membrane [GO:0016021]	heme binding [GO:0020037]; metal ion binding [GO:0046872]	15486256
Q5UPI1	YL103_MIMIV	Putative resolvase L103	MIMI_L103	Acanthamoeba polyphaga mimivirus (APMV)	212035	191	22,618		DNA integration [GO:0015074]		DNA binding [GO:0003677]; recombinase activity [GO:0000150]	15486256
Q5UQV6	YR368_MIMIV	Probable FAD-linked sulfhydryl oxidase R368 (EC 1.8.3.2)	MIMI_R368	Acanthamoeba polyphaga mimivirus (APMV)	212035	143	16,981	1.8.3.2		integral component of membrane [GO:0016021]	thiol oxidase activity [GO:0016972]	15486256
Q5UR29	TR548_MIMIV	Thioredoxin-like protein R548	MIMI_R548	Acanthamoeba polyphaga mimivirus (APMV)	212035	137	15,204		cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]		protein disulfide oxidoreductase activity [GO:0015035]	15486256
Q5UNW7	YL720_MIMIV	Endonuclease 8-like L720 (Endonuclease VIII-like L720)	MIMI_L720	Acanthamoeba polyphaga mimivirus (APMV)	212035	274	32,402		base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289]		damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; zinc ion binding [GO:0008270]	15486256
Q5UR49	YR568_MIMIV	Putative ATP-dependent DNA helicase R568 (EC 3.6.4.12)	MIMI_R568	Acanthamoeba polyphaga mimivirus (APMV)	212035	695	81,912	3.6.4.12			ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]	15486256
Q5UQZ1	YL894_MIMIV	Putative truncated GMC-type inactive oxidoreductase L894	MIMI_L894	Acanthamoeba polyphaga mimivirus (APMV)	212035	438	48,304			virion [GO:0019012]	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	15486256; 16971431
Q5UPT1	TF2B_MIMIV	Putative transcription initiation factor IIB-like protein	MIMI_L250	Acanthamoeba polyphaga mimivirus (APMV)	212035	461	51,887		DNA-templated transcriptional preinitiation complex assembly [GO:0070897]; regulation of transcription, DNA-templated [GO:0006355]		metal ion binding [GO:0046872]; TBP-class protein binding [GO:0017025]	15486256
Q5UPE0	YL065_MIMIV	Uncharacterized protein L65	MIMI_L65	Acanthamoeba polyphaga mimivirus (APMV)	212035	355	39,117			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UPT0	LONH_MIMIV	Lon protease homolog (EC 3.4.21.-)	MIMI_L251	Acanthamoeba polyphaga mimivirus (APMV)	212035	1023	116,827	3.4.21.-	protein catabolic process [GO:0030163]		ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	15486256
Q5UR20	YR366_MIMIV	Putative ATP-dependent RNA helicase R366 (EC 3.6.4.13)	MIMI_R366	Acanthamoeba polyphaga mimivirus (APMV)	212035	1766	208,526	3.6.4.13			ATP binding [GO:0005524]; helicase activity [GO:0004386]	15486256
Q5UQK1	YR407_MIMIV	Putative RNA methyltransferase R407 (EC 2.1.1.-)	MIMI_R407	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	41,389	2.1.1.-	RNA processing [GO:0006396]	virion [GO:0019012]	RNA methyltransferase activity [GO:0008173]	15486256; 16971431
Q5UQ46	YL396_MIMIV	Putative ATP-dependent RNA helicase L396 (EC 3.6.4.13)	MIMI_L396	Acanthamoeba polyphaga mimivirus (APMV)	212035	519	60,347	3.6.4.13			ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]	15486256
Q5UNU2	UVE1H_MIMIV	Putative UV-damage endonuclease (EC 3.-.-.-)	MIMI_L687	Acanthamoeba polyphaga mimivirus (APMV)	212035	330	38,547	3.-.-.-	nucleotide-excision repair [GO:0006289]; response to UV [GO:0009411]	virion [GO:0019012]	endonuclease activity [GO:0004519]	15486256; 16971431
Q5UQ14	GLRX_MIMIV	Probable glutaredoxin	MIMI_R195	Acanthamoeba polyphaga mimivirus (APMV)	212035	106	12,084		cell redox homeostasis [GO:0045454]	virion [GO:0019012]	electron carrier activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]	15486256; 16971431
Q5UQD9	YR470_MIMIV	Putative DNA directed RNA polymerase subunit R470 (EC 2.7.7.6)	MIMI_R470	Acanthamoeba polyphaga mimivirus (APMV)	212035	357	41,630	2.7.7.6	transcription, DNA-templated [GO:0006351]	virion [GO:0019012]	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	15486256; 16971431
Q5UQW7	YL386_MIMIV	Putative endonuclease L386 (EC 3.1.-.-)	MIMI_L386	Acanthamoeba polyphaga mimivirus (APMV)	212035	473	54,028	3.1.-.-	DNA repair [GO:0006281]		DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]	15486256
Q5UQU6	MUTSL_MIMIV	Putative DNA mismatch repair protein mutS homolog L359	MIMI_L359	Acanthamoeba polyphaga mimivirus (APMV)	212035	1124	130,330		mismatch repair [GO:0006298]		ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]	15486256
Q5UP79	YR008_MIMIV	Uncharacterized putative helicase R8 (EC 3.6.4.-)	MIMI_R8	Acanthamoeba polyphaga mimivirus (APMV)	212035	1052	123,521	3.6.4.-	DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; helicase activity [GO:0004386]	15486256
Q5UR67	RIBX_MIMIV	N-glycosidase R617 (EC 3.2.2.-) (Riboflavin biosynthesis intermediates N-glycosidase)	MIMI_R617	Acanthamoeba polyphaga mimivirus (APMV)	212035	170	19,894	3.2.2.-	metabolic process [GO:0008152]		hydrolase activity, acting on glycosyl bonds [GO:0016798]	15486256
Q5URA7	YR877_MIMIV	Putative lipocalin R877	MIMI_R877	Acanthamoeba polyphaga mimivirus (APMV)	212035	169	19,105			extracellular region [GO:0005576]; virion [GO:0019012]	transporter activity [GO:0005215]	15486256; 16971431
Q5UQG2	YL498_MIMIV	Probable zinc-type alcohol dehydrogenase-like protein L498 (EC 1.-.-.-)	MIMI_L498	Acanthamoeba polyphaga mimivirus (APMV)	212035	422	47,285	1.-.-.-		host cell cytoplasm [GO:0030430]; virion [GO:0019012]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	15486256; 16971431
Q5UR69	YL615_MIMIV	Putative phosphatidylinositol kinase L615 (EC 2.7.1.-)	MIMI_L615	Acanthamoeba polyphaga mimivirus (APMV)	212035	701	82,069	2.7.1.-	phosphatidylinositol-mediated signaling [GO:0048015]; phosphatidylinositol phosphorylation [GO:0046854]		kinase activity [GO:0016301]; metal ion binding [GO:0046872]	15486256
Q5UPK7	YL128_MIMIV	Putative GMC-type oxidoreductase L128 (EC 1.-.-.-)	MIMI_L128	Acanthamoeba polyphaga mimivirus (APMV)	212035	563	61,626	1.-.-.-			flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	15486256
Q5UR64	NMT_MIMIV	Putative glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase)	MIMI_L621	Acanthamoeba polyphaga mimivirus (APMV)	212035	358	41,997	2.3.1.97	N-terminal protein myristoylation [GO:0006499]		glycylpeptide N-tetradecanoyltransferase activity [GO:0004379]	15486256
Q5UQW6	YR387_MIMIV	Uncharacterized protein R387	MIMI_R387	Acanthamoeba polyphaga mimivirus (APMV)	212035	265	30,067			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQ86	RHBDL_MIMIV	Putative rhomboid protein L523 (EC 3.4.21.-)	MIMI_L523	Acanthamoeba polyphaga mimivirus (APMV)	212035	171	19,294	3.4.21.-		integral component of membrane [GO:0016021]	serine-type endopeptidase activity [GO:0004252]	15486256
Q5UPZ5	YL309_MIMIV	Uncharacterized protein L309	MIMI_L309	Acanthamoeba polyphaga mimivirus (APMV)	212035	325	37,174			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQW1	YL376_MIMIV	Putative DNA-directed RNA polymerase subunit L376 (EC 2.7.7.6)	MIMI_L376	Acanthamoeba polyphaga mimivirus (APMV)	212035	199	22,532	2.7.7.6	transcription, DNA-templated [GO:0006351]	virion [GO:0019012]	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	15486256; 16971431
Q5UQV0	YR355_MIMIV	Putative thiol protease R355 (EC 3.4.22.-)	MIMI_R355	Acanthamoeba polyphaga mimivirus (APMV)	212035	302	34,896	3.4.22.-	viral protein processing [GO:0019082]	virion [GO:0019012]	cysteine-type endopeptidase activity [GO:0004197]	15486256; 16971431
Q5UQ50	COLL6_MIMIV	Collagen-like protein 6	MIMI_L668	Acanthamoeba polyphaga mimivirus (APMV)	212035	1387	141,188			virion [GO:0019012]		15486256
Q5UP23	YR260_MIMIV	DnaJ-like protein R260	MIMI_R260	Acanthamoeba polyphaga mimivirus (APMV)	212035	398	45,201		protein folding [GO:0006457]		heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]	15486256
Q5UPT2	UNG_MIMIV	Probable uracil-DNA glycosylase (UDG) (EC 3.2.2.-)	UNG MIMI_L249	Acanthamoeba polyphaga mimivirus (APMV)	212035	370	42,218	3.2.2.-	base-excision repair [GO:0006284]		uracil DNA N-glycosylase activity [GO:0004844]	15486256
Q5UR12	TGDS_MIMIV	Putative dTDP-D-glucose 4,6-dehydratase (EC 4.2.1.46)	MIMI_R141	Acanthamoeba polyphaga mimivirus (APMV)	212035	323	36,874	4.2.1.46			dTDP-glucose 4,6-dehydratase activity [GO:0008460]	15486256
Q5UNZ1	YL733_MIMIV	Uncharacterized ABC transporter ATP-binding protein/permease L733	MIMI_L733	Acanthamoeba polyphaga mimivirus (APMV)	212035	532	61,042		transport [GO:0006810]	integral component of membrane [GO:0016021]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	15486256
Q7T6Y0	PCNA_MIMIV	Probable DNA polymerase sliding clamp (Proliferating cell nuclear antigen homolog) (PCNA)	PCNA MIMI_R493	Acanthamoeba polyphaga mimivirus (APMV)	212035	464	52,303		DNA replication [GO:0006260]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]	15486256
Q5UQ32	RPO6_MIMIV	DNA-directed RNA polymerase subunit 6 (EC 2.7.7.6)	MIMI_R209	Acanthamoeba polyphaga mimivirus (APMV)	212035	396	44,206	2.7.7.6	transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	15486256
Q5UQM5	YR430_MIMIV	Putative transcription factor R430	MIMI_R430	Acanthamoeba polyphaga mimivirus (APMV)	212035	257	29,752		regulation of transcription, DNA-templated [GO:0006355]; regulation of viral transcription [GO:0046782]; transcription, DNA-templated [GO:0006351]			15486256; 16494962
Q5UPX2	YL288_MIMIV	Putative B-type lectin protein L288	MIMI_L288	Acanthamoeba polyphaga mimivirus (APMV)	212035	204	22,170			integral component of membrane [GO:0016021]	carbohydrate binding [GO:0030246]	15486256
Q5UQ72	RFCS4_MIMIV	Putative replication factor C small subunit L510 (RFC small subunit L510) (Clamp loader small subunit L510)	MIMI_R510	Acanthamoeba polyphaga mimivirus (APMV)	212035	363	41,602		DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA binding [GO:0003677]	15486256
Q5UQ47	RFCS1_MIMIV	Putative replication factor C small subunit R395 (RFC small subunit R395) (Clamp loader small subunit R395)	MIMI_R395	Acanthamoeba polyphaga mimivirus (APMV)	212035	319	36,837		DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA binding [GO:0003677]	15486256
Q5UQL7	CAPS1_MIMIV	Capsid protein 1 (Capsid protein D13L)	MIMI_L425	Acanthamoeba polyphaga mimivirus (APMV)	212035	593	67,260			viral capsid [GO:0019028]	structural molecule activity [GO:0005198]	15486256; 16971431; 19432951
Q5UPY0	YL294_MIMIV	Uncharacterized protein L294	MIMI_L294	Acanthamoeba polyphaga mimivirus (APMV)	212035	2959	339,888		microtubule-based movement [GO:0007018]	virion [GO:0019012]	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	15486256; 16971431
Q5UQW4	YL373_MIMIV	Uncharacterized glycosyltransferase L373 (EC 2.4.-.-)	MIMI_L373	Acanthamoeba polyphaga mimivirus (APMV)	212035	251	29,928	2.4.-.-		integral component of membrane [GO:0016021]	transferase activity, transferring glycosyl groups [GO:0016757]	15486256
Q5UR65	YL620_MIMIV	Uncharacterized protein L620 (EC 3.1.1.-)	MIMI_L620	Acanthamoeba polyphaga mimivirus (APMV)	212035	372	42,958	3.1.1.-	lipid catabolic process [GO:0016042]		hydrolase activity [GO:0016787]	15486256
Q5UQM3	YR419_MIMIV	Uncharacterized short-chain type dehydrogenase/reductase R419 (EC 1.-.-.-)	MIMI_R419	Acanthamoeba polyphaga mimivirus (APMV)	212035	342	37,872	1.-.-.-			oxidoreductase activity [GO:0016491]	15486256
Q5UQ76	YR519_MIMIV	Putative zinc metalloproteinase R519 (EC 3.4.24.-)	MIMI_R519	Acanthamoeba polyphaga mimivirus (APMV)	212035	615	73,508	3.4.24.-			metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	15486256
Q5UQQ9	YR854_MIMIV	Putative transposase R854	MIMI_R854	Acanthamoeba polyphaga mimivirus (APMV)	212035	527	61,036		DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15486256
Q5UPF5	YL079_MIMIV	Putative transposase L79	MIMI_L79	Acanthamoeba polyphaga mimivirus (APMV)	212035	520	60,451		DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15486256
Q5UQE4	YR472_MIMIV	Uncharacterized protein R472	MIMI_R472	Acanthamoeba polyphaga mimivirus (APMV)	212035	1700	199,851			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UPQ8	YL770_MIMIV	Putative transposase L770	MIMI_L770	Acanthamoeba polyphaga mimivirus (APMV)	212035	520	60,208		DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15486256
Q5URB4	YR186_MIMIV	Putative transposase R186	MIMI_R186	Acanthamoeba polyphaga mimivirus (APMV)	212035	482	57,232		DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15486256
Q5UQE8	RFCS2_MIMIV	Putative replication factor C small subunit L478 (RFC small subunit L478) (Clamp loader small subunit L478)	MIMI_L478	Acanthamoeba polyphaga mimivirus (APMV)	212035	370	43,148		DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA binding [GO:0003677]	15486256
Q5UQK9	RFCL_MIMIV	Putative replication factor C large subunit (RFC large subunit) (Clamp loader large subunit)	MIMI_R411	Acanthamoeba polyphaga mimivirus (APMV)	212035	533	61,391		DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA clamp loader activity [GO:0003689]	15486256
Q5UQH9	YR832_MIMIV	Putative truncated GMC-type inactive oxidoreductase R832	MIMI_R832	Acanthamoeba polyphaga mimivirus (APMV)	212035	414	45,735				flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	15486256
Q5UPR2	YL778_MIMIV	Uncharacterized protein L778	MIMI_L778	Acanthamoeba polyphaga mimivirus (APMV)	212035	257	28,790			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQS3	YL330_MIMIV	Uncharacterized protein L330	MIMI_L330	Acanthamoeba polyphaga mimivirus (APMV)	212035	265	30,622			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQ83	YR526_MIMIV	Putative alpha/beta hydrolase R526 (EC 3.-.-.-)	MIMI_R526	Acanthamoeba polyphaga mimivirus (APMV)	212035	346	39,212	3.-.-.-	metabolic process [GO:0008152]	virion [GO:0019012]	hydrolase activity [GO:0016787]	15486256; 16971431
Q5UQ89	YL520_MIMIV	Putative BTB/POZ domain-containing protein L520	MIMI_L520	Acanthamoeba polyphaga mimivirus (APMV)	212035	824	96,215		protein homooligomerization [GO:0051260]	viral capsid [GO:0019028]	structural molecule activity [GO:0005198]	15486256
Q5UR74	PTPH_MIMIV	Putative tyrosine-protein phosphatase R622 (EC 3.1.3.48)	MIMI_R622	Acanthamoeba polyphaga mimivirus (APMV)	212035	212	24,840	3.1.3.48			protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]	15486256
Q5UQK3	YR405_MIMIV	Putative RNA methyltransferase R405 (EC 2.1.1.-)	MIMI_R405	Acanthamoeba polyphaga mimivirus (APMV)	212035	389	44,942	2.1.1.-	RNA processing [GO:0006396]		RNA methyltransferase activity [GO:0008173]	15486256
Q5UPX9	YL233_MIMIV	Putative zinc protease L233 (EC 3.4.24.-)	MIMI_L233	Acanthamoeba polyphaga mimivirus (APMV)	212035	440	50,644	3.4.24.-			metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	15486256
Q5UPE4	COLL1_MIMIV	Collagen-like protein 1	MIMI_L71	Acanthamoeba polyphaga mimivirus (APMV)	212035	945	93,884			virion [GO:0019012]		15486256
Q5UQ94	YR528_MIMIV	Putative 5'-3' exonuclease R528 (EC 3.1.11.-)	MIMI_R528	Acanthamoeba polyphaga mimivirus (APMV)	212035	621	74,127	3.1.11.-		virion [GO:0019012]	exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]	15486256; 16971431
Q5UPS6	COLL5_MIMIV	Collagen-like protein 5	MIMI_R241	Acanthamoeba polyphaga mimivirus (APMV)	212035	812	78,147			virion [GO:0019012]		15486256
Q5UNS9	COLL7_MIMIV	Collagen-like protein 7	MIMI_L669	Acanthamoeba polyphaga mimivirus (APMV)	212035	1937	194,319			virion [GO:0019012]		15486256
Q5UPS7	COLL4_MIMIV	Collagen-like protein 4	MIMI_R240	Acanthamoeba polyphaga mimivirus (APMV)	212035	817	79,512			virion [GO:0019012]		15486256
Q5UQ13	COLL2_MIMIV	Collagen-like protein 2	MIMI_R196	Acanthamoeba polyphaga mimivirus (APMV)	212035	1595	158,703			virion [GO:0019012]		15486256
Q5UPX3	COLL3_MIMIV	Collagen-like protein 3	MIMI_R239	Acanthamoeba polyphaga mimivirus (APMV)	212035	939	90,971			virion [GO:0019012]		15486256
Q5UR44	GLNA_MIMIV	Putative glutamine synthetase (EC 6.3.1.2)	MIMI_R565	Acanthamoeba polyphaga mimivirus (APMV)	212035	353	40,079	6.3.1.2	glutamine biosynthetic process [GO:0006542]		ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]	15486256
Q5UP03	Y749_MIMIV	Putative homeobox protein R749	MIMI_R749	Acanthamoeba polyphaga mimivirus (APMV)	212035	224	25,722		regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	host cell nucleus [GO:0042025]	DNA binding [GO:0003677]	15486256
B4YNF0	V10_SPTNK	Putative integrase V10		Sputnik virophage	543939	226	26,136		DNA integration [GO:0015074]; DNA recombination [GO:0006310]; establishment of integrated proviral latency [GO:0075713]; viral entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]		DNA binding [GO:0003677]	18690211
Q5UNV4	UNAP_MIMIV	Probable UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase)	MIMI_R689	Acanthamoeba polyphaga mimivirus (APMV)	212035	255	29,062	2.7.7.23	UDP-N-acetylglucosamine biosynthetic process [GO:0006048]		UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]	15486256
Q5UQW3	YL374_MIMIV	Uncharacterized protein L374	MIMI_L374	Acanthamoeba polyphaga mimivirus (APMV)	212035	225	26,668			integral component of membrane [GO:0016021]		15486256
Q5UP47	RFCS3_MIMIV	Putative replication factor C small subunit L499 (RFC small subunit L499) (Clamp loader small subunit L499)	MIMI_L499	Acanthamoeba polyphaga mimivirus (APMV)	212035	344	39,203		DNA replication [GO:0006260]		ATP binding [GO:0005524]	15486256
Q5UQS8	TFS2_MIMIV	Transcription factor S-II-related protein	MIMI_R339	Acanthamoeba polyphaga mimivirus (APMV)	212035	173	20,747		transcription, DNA-templated [GO:0006351]		nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	15486256
Q5UR72	YR624_MIMIV	Putative GTP-binding protein R624	MIMI_R624	Acanthamoeba polyphaga mimivirus (APMV)	212035	480	53,834				GTPase activity [GO:0003924]; GTP binding [GO:0005525]	15486256
Q5UR16	YR659_MIMIV	Putative EGF-like domain-containing protein R659	MIMI_R659	Acanthamoeba polyphaga mimivirus (APMV)	212035	525	57,973			extracellular region [GO:0005576]		15486256
Q5UQR8	YL323_MIMIV	Uncharacterized protein L323	MIMI_L323	Acanthamoeba polyphaga mimivirus (APMV)	212035	283	29,397			integral component of membrane [GO:0016021]		15486256
Q5UPU0	HSP7L_MIMIV	Heat shock protein 70 homolog	MIMI_L254	Acanthamoeba polyphaga mimivirus (APMV)	212035	941	107,204				ATP binding [GO:0005524]	15486256
Q5UR25	TR362_MIMIV	Thioredoxin domain-containing protein R362	MIMI_R362	Acanthamoeba polyphaga mimivirus (APMV)	212035	346	39,473		cell redox homeostasis [GO:0045454]	virion [GO:0019012]		15486256; 16971431
Q5UR81	YL633_MIMIV	Putative lectin L633	MIMI_L633	Acanthamoeba polyphaga mimivirus (APMV)	212035	199	21,604			extracellular region [GO:0005576]	carbohydrate binding [GO:0030246]	15486256
Q5UQG4	IF4EH_MIMIV	Eukaryotic translation initiation factor 4E homolog (eIF-4E) (eIF4E) (mRNA cap-binding protein)	MIMI_L496	Acanthamoeba polyphaga mimivirus (APMV)	212035	272	30,949		regulation of translation [GO:0006417]	host cell cytoplasm [GO:0030430]	translation initiation factor activity [GO:0003743]	15486256
Q5UR52	YR584_MIMIV	Uncharacterized N-acetyltransferase R584 (EC 2.3.1.-)	MIMI_R584	Acanthamoeba polyphaga mimivirus (APMV)	212035	407	46,994	2.3.1.-		virion [GO:0019012]	N-acetyltransferase activity [GO:0008080]	15486256; 16971431
Q5UQK4	YL404_MIMIV	Putative alpha/beta hydrolase L404 (EC 3.-.-.-)	MIMI_L404	Acanthamoeba polyphaga mimivirus (APMV)	212035	263	30,058	3.-.-.-			hydrolase activity [GO:0016787]	15486256
Q5UNX8	YR722_MIMIV	Uncharacterized protein R722	MIMI_R722	Acanthamoeba polyphaga mimivirus (APMV)	212035	872	100,055			virion [GO:0019012]	metallopeptidase activity [GO:0008237]	15486256; 16971431
Q5UQJ8	YR398_MIMIV	Uncharacterized protein R398	MIMI_R398	Acanthamoeba polyphaga mimivirus (APMV)	212035	252	28,833			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQ71	YL511_MIMIV	Uncharacterized protein L511 (EC 2.1.1.-)	MIMI_L511	Acanthamoeba polyphaga mimivirus (APMV)	212035	788	93,002	2.1.1.-			methyltransferase activity [GO:0008168]	15486256
Q5UQZ2	YL893_MIMIV	Putative truncated GMC-type inactive oxidoreductase L893	MIMI_L893	Acanthamoeba polyphaga mimivirus (APMV)	212035	151	16,122			virion [GO:0019012]	oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	15486256; 16971431
Q5UPI0	YR104_MIMIV	Putative transposase R104	MIMI_R104	Acanthamoeba polyphaga mimivirus (APMV)	212035	545	64,847		DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15486256
